n_total,27107
n_saved_reported,8192
timclk,72000000
etr_count,27109

index,width_ticks,width_ns
7089,110,1527
7090,123,1708
7091,111,1541
7092,91,1263
7093,120,1666
7094,98,1361
7095,115,1597
7096,143,1986
7097,120,1666
7098,117,1625
7099,106,1472
7100,100,1388
7101,124,1722
7102,123,1708
7103,104,1444
7104,114,1583
7105,122,1694
7106,105,1458
7107,107,1486
7108,156,2166
7109,105,1458
7110,124,1722
7111,125,1736
7112,118,1638
7113,65,902
7114,122,1694
7115,125,1736
7116,107,1486
7117,108,1500
7118,109,1513
7119,82,1138
7120,104,1444
7121,138,1916
7122,99,1375
7123,107,1486
7124,117,1625
7125,85,1180
7126,89,1236
7127,136,1888
7128,105,1458
7129,138,1916
7130,98,1361
7131,92,1277
7132,134,1861
7133,91,1263
7134,112,1555
7135,108,1500
7136,85,1180
7137,106,1472
7138,113,1569
7139,102,1416
7140,99,1375
7141,99,1375
7142,109,1513
7143,109,1513
7144,104,1444
7145,140,1944
7146,116,1611
7147,129,1791
7148,108,1500
7149,99,1375
7150,145,2013
7151,119,1652
7152,86,1194
7153,129,1791
7154,101,1402
7155,110,1527
7156,120,1666
7157,114,1583
7158,114,1583
7159,128,1777
7160,94,1305
7161,82,1138
7162,93,1291
7163,116,1611
7164,96,1333
7165,97,1347
7166,86,1194
7167,111,1541
7168,110,1527
7169,102,1416
7170,121,1680
7171,144,2000
7172,121,1680
7173,113,1569
7174,123,1708
7175,79,1097
7176,116,1611
7177,105,1458
7178,94,1305
7179,134,1861
7180,113,1569
7181,98,1361
7182,110,1527
7183,107,1486
7184,132,1833
7185,93,1291
7186,122,1694
7187,122,1694
7188,97,1347
7189,121,1680
7190,109,1513
7191,134,1861
7192,104,1444
7193,119,1652
7194,117,1625
7195,95,1319
7196,104,1444
7197,125,1736
7198,120,1666
7199,101,1402
7200,100,1388
7201,115,1597
7202,96,1333
7203,122,1694
7204,101,1402
7205,84,1166
7206,130,1805
7207,93,1291
7208,104,1444
7209,139,1930
7210,135,1875
7211,113,1569
7212,122,1694
7213,85,1180
7214,86,1194
7215,122,1694
7216,178,2472
7217,97,1347
7218,139,1930
7219,100,1388
7220,111,1541
7221,98,1361
7222,104,1444
7223,112,1555
7224,110,1527
7225,102,1416
7226,133,1847
7227,96,1333
7228,93,1291
7229,128,1777
7230,107,1486
7231,136,1888
7232,114,1583
7233,148,2055
7234,125,1736
7235,126,1750
7236,101,1402
7237,115,1597
7238,132,1833
7239,121,1680
7240,131,1819
7241,90,1250
7242,108,1500
7243,48,666
7244,104,1444
7245,124,1722
7246,134,1861
7247,112,1555
7248,92,1277
7249,111,1541
7250,99,1375
7251,101,1402
7252,105,1458
7253,107,1486
7254,148,2055
7255,111,1541
7256,111,1541
7257,94,1305
7258,107,1486
7259,110,1527
7260,104,1444
7261,117,1625
7262,99,1375
7263,108,1500
7264,104,1444
7265,98,1361
7266,95,1319
7267,105,1458
7268,129,1791
7269,91,1263
7270,132,1833
7271,104,1444
7272,96,1333
7273,127,1763
7274,122,1694
7275,111,1541
7276,118,1638
7277,124,1722
7278,111,1541
7279,106,1472
7280,115,1597
7281,94,1305
7282,77,1069
7283,129,1791
7284,97,1347
7285,136,1888
7286,118,1638
7287,80,1111
7288,108,1500
7289,127,1763
7290,89,1236
7291,114,1583
7292,113,1569
7293,172,2388
7294,134,1861
7295,115,1597
7296,142,1972
7297,82,1138
7298,106,1472
7299,112,1555
7300,99,1375
7301,154,2138
7302,95,1319
7303,93,1291
7304,101,1402
7305,103,1430
7306,102,1416
7307,100,1388
7308,83,1152
7309,127,1763
7310,106,1472
7311,131,1819
7312,115,1597
7313,131,1819
7314,96,1333
7315,79,1097
7316,99,1375
7317,96,1333
7318,124,1722
7319,109,1513
7320,119,1652
7321,106,1472
7322,103,1430
7323,104,1444
7324,116,1611
7325,96,1333
7326,72,1000
7327,117,1625
7328,143,1986
7329,95,1319
7330,77,1069
7331,114,1583
7332,98,1361
7333,83,1152
7334,110,1527
7335,72,1000
7336,99,1375
7337,118,1638
7338,110,1527
7339,95,1319
7340,88,1222
7341,89,1236
7342,114,1583
7343,116,1611
7344,86,1194
7345,109,1513
7346,121,1680
7347,113,1569
7348,105,1458
7349,117,1625
7350,140,1944
7351,83,1152
7352,85,1180
7353,108,1500
7354,17,236
7355,113,1569
7356,114,1583
7357,112,1555
7358,135,1875
7359,108,1500
7360,82,1138
7361,96,1333
7362,114,1583
7363,127,1763
7364,107,1486
7365,110,1527
7366,87,1208
7367,128,1777
7368,167,2319
7369,138,1916
7370,129,1791
7371,120,1666
7372,90,1250
7373,100,1388
7374,96,1333
7375,140,1944
7376,119,1652
7377,96,1333
7378,114,1583
7379,111,1541
7380,103,1430
7381,83,1152
7382,133,1847
7383,155,2152
7384,110,1527
7385,156,2166
7386,124,1722
7387,118,1638
7388,140,1944
7389,101,1402
7390,130,1805
7391,69,958
7392,124,1722
7393,145,2013
7394,129,1791
7395,111,1541
7396,140,1944
7397,105,1458
7398,115,1597
7399,118,1638
7400,120,1666
7401,137,1902
7402,112,1555
7403,139,1930
7404,120,1666
7405,97,1347
7406,102,1416
7407,111,1541
7408,110,1527
7409,93,1291
7410,104,1444
7411,119,1652
7412,110,1527
7413,95,1319
7414,88,1222
7415,131,1819
7416,151,2097
7417,152,2111
7418,82,1138
7419,183,2541
7420,111,1541
7421,112,1555
7422,121,1680
7423,99,1375
7424,122,1694
7425,110,1527
7426,119,1652
7427,120,1666
7428,83,1152
7429,116,1611
7430,104,1444
7431,109,1513
7432,82,1138
7433,99,1375
7434,87,1208
7435,124,1722
7436,97,1347
7437,101,1402
7438,94,1305
7439,113,1569
7440,103,1430
7441,88,1222
7442,129,1791
7443,101,1402
7444,117,1625
7445,120,1666
7446,98,1361
7447,142,1972
7448,113,1569
7449,109,1513
7450,140,1944
7451,106,1472
7452,118,1638
7453,90,1250
7454,113,1569
7455,140,1944
7456,122,1694
7457,102,1416
7458,143,1986
7459,94,1305
7460,127,1763
7461,132,1833
7462,106,1472
7463,102,1416
7464,137,1902
7465,88,1222
7466,105,1458
7467,118,1638
7468,145,2013
7469,102,1416
7470,123,1708
7471,92,1277
7472,90,1250
7473,95,1319
7474,84,1166
7475,149,2069
7476,123,1708
7477,122,1694
7478,142,1972
7479,119,1652
7480,99,1375
7481,113,1569
7482,115,1597
7483,100,1388
7484,126,1750
7485,99,1375
7486,100,1388
7487,98,1361
7488,120,1666
7489,104,1444
7490,103,1430
7491,118,1638
7492,84,1166
7493,90,1250
7494,112,1555
7495,104,1444
7496,106,1472
7497,88,1222
7498,109,1513
7499,88,1222
7500,86,1194
7501,94,1305
7502,120,1666
7503,90,1250
7504,93,1291
7505,101,1402
7506,100,1388
7507,69,958
7508,81,1125
7509,131,1819
7510,91,1263
7511,131,1819
7512,147,2041
7513,113,1569
7514,105,1458
7515,104,1444
7516,110,1527
7517,111,1541
7518,87,1208
7519,94,1305
7520,99,1375
7521,128,1777
7522,128,1777
7523,99,1375
7524,84,1166
7525,117,1625
7526,91,1263
7527,94,1305
7528,80,1111
7529,94,1305
7530,100,1388
7531,116,1611
7532,126,1750
7533,104,1444
7534,132,1833
7535,107,1486
7536,133,1847
7537,97,1347
7538,96,1333
7539,83,1152
7540,127,1763
7541,100,1388
7542,147,2041
7543,125,1736
7544,108,1500
7545,126,1750
7546,112,1555
7547,73,1013
7548,121,1680
7549,121,1680
7550,87,1208
7551,103,1430
7552,100,1388
7553,111,1541
7554,56,777
7555,87,1208
7556,114,1583
7557,134,1861
7558,112,1555
7559,128,1777
7560,127,1763
7561,118,1638
7562,112,1555
7563,72,1000
7564,105,1458
7565,118,1638
7566,122,1694
7567,141,1958
7568,117,1625
7569,71,986
7570,111,1541
7571,110,1527
7572,103,1430
7573,116,1611
7574,90,1250
7575,100,1388
7576,119,1652
7577,77,1069
7578,95,1319
7579,165,2291
7580,133,1847
7581,130,1805
7582,95,1319
7583,130,1805
7584,120,1666
7585,86,1194
7586,128,1777
7587,97,1347
7588,109,1513
7589,116,1611
7590,68,944
7591,122,1694
7592,87,1208
7593,118,1638
7594,94,1305
7595,85,1180
7596,125,1736
7597,105,1458
7598,112,1555
7599,124,1722
7600,126,1750
7601,133,1847
7602,98,1361
7603,99,1375
7604,103,1430
7605,128,1777
7606,100,1388
7607,102,1416
7608,96,1333
7609,108,1500
7610,114,1583
7611,143,1986
7612,99,1375
7613,165,2291
7614,125,1736
7615,114,1583
7616,97,1347
7617,105,1458
7618,96,1333
7619,79,1097
7620,97,1347
7621,123,1708
7622,139,1930
7623,94,1305
7624,136,1888
7625,144,2000
7626,130,1805
7627,107,1486
7628,106,1472
7629,122,1694
7630,120,1666
7631,109,1513
7632,138,1916
7633,110,1527
7634,110,1527
7635,118,1638
7636,106,1472
7637,83,1152
7638,123,1708
7639,123,1708
7640,122,1694
7641,113,1569
7642,126,1750
7643,117,1625
7644,123,1708
7645,99,1375
7646,104,1444
7647,98,1361
7648,100,1388
7649,115,1597
7650,91,1263
7651,89,1236
7652,119,1652
7653,142,1972
7654,117,1625
7655,112,1555
7656,91,1263
7657,126,1750
7658,123,1708
7659,110,1527
7660,119,1652
7661,112,1555
7662,94,1305
7663,111,1541
7664,121,1680
7665,132,1833
7666,131,1819
7667,142,1972
7668,92,1277
7669,88,1222
7670,96,1333
7671,81,1125
7672,113,1569
7673,110,1527
7674,109,1513
7675,88,1222
7676,45,625
7677,126,1750
7678,118,1638
7679,110,1527
7680,107,1486
7681,112,1555
7682,106,1472
7683,106,1472
7684,112,1555
7685,119,1652
7686,98,1361
7687,115,1597
7688,108,1500
7689,99,1375
7690,88,1222
7691,108,1500
7692,117,1625
7693,108,1500
7694,101,1402
7695,117,1625
7696,135,1875
7697,132,1833
7698,123,1708
7699,113,1569
7700,81,1125
7701,108,1500
7702,144,2000
7703,109,1513
7704,92,1277
7705,101,1402
7706,107,1486
7707,102,1416
7708,104,1444
7709,124,1722
7710,129,1791
7711,159,2208
7712,118,1638
7713,107,1486
7714,131,1819
7715,87,1208
7716,85,1180
7717,91,1263
7718,135,1875
7719,113,1569
7720,126,1750
7721,74,1027
7722,95,1319
7723,110,1527
7724,118,1638
7725,98,1361
7726,129,1791
7727,156,2166
7728,122,1694
7729,94,1305
7730,101,1402
7731,115,1597
7732,100,1388
7733,88,1222
7734,111,1541
7735,70,972
7736,119,1652
7737,119,1652
7738,122,1694
7739,105,1458
7740,133,1847
7741,126,1750
7742,106,1472
7743,104,1444
7744,98,1361
7745,114,1583
7746,90,1250
7747,94,1305
7748,92,1277
7749,105,1458
7750,98,1361
7751,99,1375
7752,107,1486
7753,106,1472
7754,112,1555
7755,113,1569
7756,93,1291
7757,88,1222
7758,117,1625
7759,106,1472
7760,86,1194
7761,156,2166
7762,121,1680
7763,121,1680
7764,116,1611
7765,105,1458
7766,112,1555
7767,116,1611
7768,137,1902
7769,128,1777
7770,119,1652
7771,94,1305
7772,106,1472
7773,114,1583
7774,128,1777
7775,105,1458
7776,102,1416
7777,125,1736
7778,116,1611
7779,113,1569
7780,97,1347
7781,91,1263
7782,112,1555
7783,103,1430
7784,107,1486
7785,88,1222
7786,120,1666
7787,136,1888
7788,97,1347
7789,105,1458
7790,121,1680
7791,80,1111
7792,93,1291
7793,104,1444
7794,106,1472
7795,103,1430
7796,149,2069
7797,104,1444
7798,99,1375
7799,103,1430
7800,117,1625
7801,138,1916
7802,111,1541
7803,97,1347
7804,88,1222
7805,71,986
7806,134,1861
7807,114,1583
7808,99,1375
7809,106,1472
7810,128,1777
7811,85,1180
7812,97,1347
7813,110,1527
7814,106,1472
7815,81,1125
7816,78,1083
7817,123,1708
7818,129,1791
7819,129,1791
7820,101,1402
7821,98,1361
7822,69,958
7823,113,1569
7824,113,1569
7825,109,1513
7826,108,1500
7827,94,1305
7828,110,1527
7829,126,1750
7830,86,1194
7831,118,1638
7832,105,1458
7833,107,1486
7834,78,1083
7835,118,1638
7836,95,1319
7837,152,2111
7838,110,1527
7839,131,1819
7840,96,1333
7841,132,1833
7842,85,1180
7843,102,1416
7844,118,1638
7845,92,1277
7846,103,1430
7847,104,1444
7848,92,1277
7849,109,1513
7850,130,1805
7851,120,1666
7852,123,1708
7853,144,2000
7854,115,1597
7855,126,1750
7856,126,1750
7857,130,1805
7858,153,2125
7859,87,1208
7860,114,1583
7861,116,1611
7862,110,1527
7863,119,1652
7864,79,1097
7865,100,1388
7866,143,1986
7867,151,2097
7868,123,1708
7869,103,1430
7870,118,1638
7871,101,1402
7872,103,1430
7873,129,1791
7874,124,1722
7875,109,1513
7876,88,1222
7877,73,1013
7878,102,1416
7879,105,1458
7880,122,1694
7881,96,1333
7882,91,1263
7883,136,1888
7884,112,1555
7885,103,1430
7886,126,1750
7887,122,1694
7888,102,1416
7889,138,1916
7890,89,1236
7891,94,1305
7892,116,1611
7893,134,1861
7894,116,1611
7895,81,1125
7896,62,861
7897,134,1861
7898,155,2152
7899,130,1805
7900,125,1736
7901,108,1500
7902,117,1625
7903,106,1472
7904,137,1902
7905,122,1694
7906,125,1736
7907,115,1597
7908,142,1972
7909,94,1305
7910,115,1597
7911,106,1472
7912,93,1291
7913,130,1805
7914,108,1500
7915,93,1291
7916,166,2305
7917,117,1625
7918,113,1569
7919,133,1847
7920,85,1180
7921,89,1236
7922,118,1638
7923,92,1277
7924,91,1263
7925,106,1472
7926,102,1416
7927,80,1111
7928,112,1555
7929,96,1333
7930,103,1430
7931,86,1194
7932,96,1333
7933,111,1541
7934,143,1986
7935,119,1652
7936,121,1680
7937,105,1458
7938,119,1652
7939,103,1430
7940,109,1513
7941,120,1666
7942,85,1180
7943,103,1430
7944,107,1486
7945,95,1319
7946,123,1708
7947,98,1361
7948,96,1333
7949,88,1222
7950,108,1500
7951,122,1694
7952,68,944
7953,142,1972
7954,102,1416
7955,102,1416
7956,115,1597
7957,105,1458
7958,118,1638
7959,101,1402
7960,111,1541
7961,95,1319
7962,105,1458
7963,128,1777
7964,150,2083
7965,50,694
7966,96,1333
7967,104,1444
7968,110,1527
7969,95,1319
7970,113,1569
7971,112,1555
7972,97,1347
7973,116,1611
7974,102,1416
7975,89,1236
7976,117,1625
7977,119,1652
7978,107,1486
7979,92,1277
7980,111,1541
7981,120,1666
7982,117,1625
7983,130,1805
7984,80,1111
7985,150,2083
7986,105,1458
7987,108,1500
7988,103,1430
7989,98,1361
7990,135,1875
7991,101,1402
7992,111,1541
7993,100,1388
7994,120,1666
7995,103,1430
7996,112,1555
7997,111,1541
7998,130,1805
7999,124,1722
8000,91,1263
8001,120,1666
8002,102,1416
8003,106,1472
8004,78,1083
8005,146,2027
8006,69,958
8007,85,1180
8008,91,1263
8009,128,1777
8010,108,1500
8011,107,1486
8012,144,2000
8013,128,1777
8014,131,1819
8015,113,1569
8016,117,1625
8017,91,1263
8018,124,1722
8019,71,986
8020,116,1611
8021,123,1708
8022,143,1986
8023,109,1513
8024,102,1416
8025,98,1361
8026,93,1291
8027,140,1944
8028,105,1458
8029,99,1375
8030,111,1541
8031,142,1972
8032,105,1458
8033,111,1541
8034,89,1236
8035,113,1569
8036,121,1680
8037,123,1708
8038,102,1416
8039,124,1722
8040,139,1930
8041,103,1430
8042,129,1791
8043,99,1375
8044,93,1291
8045,114,1583
8046,89,1236
8047,82,1138
8048,116,1611
8049,106,1472
8050,101,1402
8051,89,1236
8052,122,1694
8053,124,1722
8054,101,1402
8055,108,1500
8056,106,1472
8057,118,1638
8058,111,1541
8059,117,1625
8060,90,1250
8061,145,2013
8062,110,1527
8063,105,1458
8064,108,1500
8065,103,1430
8066,110,1527
8067,97,1347
8068,117,1625
8069,115,1597
8070,130,1805
8071,107,1486
8072,126,1750
8073,112,1555
8074,104,1444
8075,95,1319
8076,94,1305
8077,102,1416
8078,134,1861
8079,100,1388
8080,143,1986
8081,103,1430
8082,108,1500
8083,93,1291
8084,86,1194
8085,122,1694
8086,90,1250
8087,109,1513
8088,119,1652
8089,119,1652
8090,128,1777
8091,144,2000
8092,105,1458
8093,115,1597
8094,96,1333
8095,108,1500
8096,121,1680
8097,127,1763
8098,101,1402
8099,103,1430
8100,105,1458
8101,103,1430
8102,104,1444
8103,115,1597
8104,95,1319
8105,137,1902
8106,115,1597
8107,115,1597
8108,91,1263
8109,95,1319
8110,100,1388
8111,106,1472
8112,112,1555
8113,141,1958
8114,122,1694
8115,128,1777
8116,108,1500
8117,111,1541
8118,104,1444
8119,107,1486
8120,96,1333
8121,65,902
8122,99,1375
8123,71,986
8124,137,1902
8125,108,1500
8126,127,1763
8127,83,1152
8128,120,1666
8129,86,1194
8130,88,1222
8131,97,1347
8132,116,1611
8133,129,1791
8134,96,1333
8135,67,930
8136,149,2069
8137,103,1430
8138,88,1222
8139,125,1736
8140,101,1402
8141,108,1500
8142,91,1263
8143,95,1319
8144,126,1750
8145,117,1625
8146,96,1333
8147,98,1361
8148,96,1333
8149,129,1791
8150,140,1944
8151,128,1777
8152,117,1625
8153,107,1486
8154,101,1402
8155,124,1722
8156,128,1777
8157,87,1208
8158,100,1388
8159,131,1819
8160,121,1680
8161,131,1819
8162,138,1916
8163,108,1500
8164,88,1222
8165,129,1791
8166,116,1611
8167,85,1180
8168,95,1319
8169,94,1305
8170,105,1458
8171,118,1638
8172,113,1569
8173,110,1527
8174,112,1555
8175,121,1680
8176,77,1069
8177,135,1875
8178,102,1416
8179,148,2055
8180,114,1583
8181,114,1583
8182,99,1375
8183,61,847
8184,134,1861
8185,100,1388
8186,87,1208
8187,98,1361
8188,137,1902
8189,101,1402
8190,95,1319
8191,94,1305
